Region,Country,Population,Facility Name,Facility Type,Number of Beds,Number of Doctors,Number of Nurses,Annual Patient Visits,Emergency Response Time (minutes),Funding Received (USD),Electricity Availability,Internet Availability,Patient Satisfaction Rate (%),Average Distance to Facility (km)
Eastern Ethiopia,Ethiopia,9674,Eastern Facility 729,Clinic,71,19,17,17254,30,23894,Yes,No,88.7,11.7
Eastern Rwanda,Rwanda,4388,Eastern Facility 730,Hospital,49,15,40,1320,16,70894,Yes,Yes,72.6,9.3
Northern Ghana,Ghana,7765,Northern Facility 731,Clinic,64,1,5,15272,56,173992,No,No,91.5,5.6
Eastern Nigeria,Nigeria,9130,Eastern Facility 732,Clinic,43,5,22,14587,53,145556,Yes,No,68.4,6.2
Northern Ghana,Ghana,7502,Northern Facility 733,Health Center,12,10,7,12533,10,114206,No,Yes,77.6,14.3
Western Uganda,Uganda,2222,Western Facility 734,Clinic,84,12,24,13449,53,126377,No,No,91.6,9.7
Eastern Rwanda,Rwanda,3363,Eastern Facility 735,Hospital,73,3,10,10372,39,10954,Yes,No,64.5,15.4
Central Malawi,Malawi,2884,Central Facility 736,Clinic,25,11,29,2455,53,127840,No,Yes,66.6,17.4
Southern Zambia,Zambia,8679,Southern Facility 737,Health Center,70,6,11,14749,25,181564,Yes,No,74.9,2.6
Western Kenya,Kenya,7396,Western Facility 738,Hospital,57,1,10,18973,50,40424,Yes,No,92.2,19.8
Eastern Nigeria,Nigeria,2458,Eastern Facility 739,Health Center,19,4,30,10236,29,32365,No,No,81.1,13.6
Eastern Nigeria,Nigeria,4540,Eastern Facility 740,Clinic,52,19,13,17910,57,117707,No,No,85.6,5.3
Western Kenya,Kenya,5085,Western Facility 741,Health Center,21,3,32,3190,7,117427,No,No,73.7,9.8
Western Kenya,Kenya,3810,Western Facility 742,Clinic,89,18,8,5732,43,165935,Yes,No,85.1,1.2
Western Uganda,Uganda,3116,Western Facility 743,Hospital,57,4,37,7123,14,71919,No,Yes,67.6,2.7
Northern Ghana,Ghana,2173,Northern Facility 744,Hospital,21,11,7,6338,42,156744,No,Yes,79.0,11.6
Western Kenya,Kenya,5878,Western Facility 745,Hospital,91,6,41,4450,32,181138,No,No,86.6,9.8
Southern Zambia,Zambia,8526,Southern Facility 746,Clinic,50,2,39,7014,57,191570,Yes,Yes,72.0,13.0
Northern Ghana,Ghana,3827,Northern Facility 747,Hospital,37,4,38,12017,60,34891,No,No,74.2,18.7
Eastern Rwanda,Rwanda,1542,Eastern Facility 748,Health Center,21,13,41,19471,16,57342,Yes,Yes,74.2,10.7
Central Senegal,Senegal,9800,Central Facility 749,Health Center,28,4,15,13159,46,131419,Yes,Yes,92.2,14.0
Eastern Ethiopia,Ethiopia,9362,Eastern Facility 750,Hospital,66,17,16,1180,56,141736,Yes,No,82.7,8.2
Central Malawi,Malawi,2105,Central Facility 751,Clinic,36,5,38,19669,34,91924,No,Yes,92.4,14.8
Eastern Nigeria,Nigeria,7503,Eastern Facility 752,Health Center,56,7,19,3709,45,174068,Yes,Yes,77.7,3.3
Dar es Salaam,Tanzania,1637,Dar Facility 753,Clinic,14,10,30,12432,20,57580,No,No,66.6,17.3
Central Malawi,Malawi,7825,Central Facility 754,Health Center,28,2,42,19707,55,67250,No,Yes,70.3,9.6
Eastern Rwanda,Rwanda,3875,Eastern Facility 755,Health Center,36,13,50,19950,37,128560,No,No,92.0,14.1
Dar es Salaam,Tanzania,6174,Dar Facility 756,Health Center,87,11,36,8939,31,75359,Yes,Yes,77.9,7.5
Eastern Ethiopia,Ethiopia,1269,Eastern Facility 757,Health Center,52,1,28,11098,56,167312,No,Yes,73.6,14.1
Dar es Salaam,Tanzania,6157,Dar Facility 758,Clinic,65,7,24,7319,13,177202,Yes,Yes,66.7,2.5
Eastern Nigeria,Nigeria,9132,Eastern Facility 759,Hospital,51,6,18,19775,28,40898,Yes,Yes,67.3,15.6
Central Senegal,Senegal,9087,Central Facility 760,Clinic,78,14,31,4052,58,179419,Yes,Yes,80.1,2.1
Western Kenya,Kenya,9091,Western Facility 761,Clinic,28,17,19,3979,45,85571,Yes,No,86.9,12.0
Western Uganda,Uganda,9706,Western Facility 762,Clinic,11,16,5,3306,39,144549,No,Yes,64.2,13.8
Eastern Ethiopia,Ethiopia,2049,Eastern Facility 763,Clinic,78,7,30,12924,6,48238,Yes,No,64.7,11.5
Eastern Rwanda,Rwanda,9278,Eastern Facility 764,Health Center,95,18,35,4583,9,163845,No,No,91.8,8.8
Northern Ghana,Ghana,3376,Northern Facility 765,Clinic,71,20,31,13466,6,142410,Yes,No,82.2,11.4
Eastern Nigeria,Nigeria,2606,Eastern Facility 766,Health Center,39,8,43,14853,32,101951,No,Yes,85.8,15.2
Southern Zambia,Zambia,6097,Southern Facility 767,Clinic,88,6,21,19452,29,49281,No,Yes,73.6,3.1
Northern Ghana,Ghana,2829,Northern Facility 768,Health Center,61,6,20,4730,57,114748,Yes,No,73.3,19.2
Central Malawi,Malawi,2971,Central Facility 769,Clinic,64,14,47,1363,49,153506,Yes,No,72.6,18.8
Eastern Nigeria,Nigeria,5421,Eastern Facility 770,Clinic,20,2,14,13187,23,120030,Yes,No,80.4,17.5
Southern Zambia,Zambia,2207,Southern Facility 771,Health Center,52,9,21,9009,17,60655,No,Yes,65.5,19.8
Northern Ghana,Ghana,1671,Northern Facility 772,Clinic,42,17,38,12188,36,15859,No,No,66.5,13.1
Eastern Nigeria,Nigeria,9375,Eastern Facility 773,Health Center,100,5,38,2856,55,76162,No,Yes,65.9,6.1
Dar es Salaam,Tanzania,5133,Dar Facility 774,Hospital,85,11,22,4276,31,36744,Yes,No,87.8,17.3
Central Senegal,Senegal,4701,Central Facility 775,Health Center,89,19,50,17218,7,18155,Yes,No,75.6,18.4
Eastern Rwanda,Rwanda,7450,Eastern Facility 776,Health Center,74,9,29,1496,10,95328,No,No,85.1,2.7
Central Malawi,Malawi,5606,Central Facility 777,Health Center,68,3,32,13539,45,93164,No,Yes,66.9,4.0
Central Malawi,Malawi,1999,Central Facility 778,Hospital,49,18,19,11478,37,112673,Yes,Yes,70.9,8.2
Southern Zambia,Zambia,9153,Southern Facility 779,Health Center,86,10,31,10409,50,81137,No,Yes,64.2,18.1
Western Kenya,Kenya,1423,Western Facility 780,Health Center,86,1,13,15167,59,93489,Yes,No,91.9,12.0
Eastern Nigeria,Nigeria,6460,Eastern Facility 781,Health Center,48,18,13,2061,26,189647,Yes,Yes,68.1,11.8
Eastern Ethiopia,Ethiopia,1622,Eastern Facility 782,Clinic,60,5,44,4125,14,15505,No,No,65.8,18.9
Southern Zambia,Zambia,4646,Southern Facility 783,Hospital,25,15,34,4349,26,174659,Yes,No,78.4,2.5
Central Malawi,Malawi,4757,Central Facility 784,Hospital,65,12,48,8195,25,73150,Yes,No,91.0,5.1
Eastern Rwanda,Rwanda,5005,Eastern Facility 785,Hospital,25,4,25,6390,43,183505,Yes,Yes,85.8,15.2
Eastern Nigeria,Nigeria,5451,Eastern Facility 786,Clinic,55,15,41,11595,53,123583,Yes,Yes,63.1,1.2
Eastern Rwanda,Rwanda,7500,Eastern Facility 787,Hospital,100,16,26,13786,34,56886,No,Yes,83.6,12.7
Northern Ghana,Ghana,4062,Northern Facility 788,Health Center,70,10,23,7437,24,71644,Yes,No,79.7,1.6
Eastern Rwanda,Rwanda,5485,Eastern Facility 789,Health Center,45,14,6,5961,18,42974,Yes,No,81.3,16.7
Western Uganda,Uganda,7748,Western Facility 790,Health Center,92,14,21,9502,16,126869,No,No,71.1,10.4
Southern Zambia,Zambia,9075,Southern Facility 791,Clinic,5,12,12,3940,13,98768,Yes,Yes,92.9,14.0
Central Malawi,Malawi,8379,Central Facility 792,Clinic,38,15,15,11859,8,107717,Yes,No,74.1,6.9
Central Senegal,Senegal,7033,Central Facility 793,Health Center,65,18,33,12296,59,31708,Yes,No,62.6,12.6
Dar es Salaam,Tanzania,9442,Dar Facility 794,Health Center,60,4,18,9731,5,30185,Yes,Yes,91.8,17.1
Southern Zambia,Zambia,8429,Southern Facility 795,Hospital,23,17,8,11004,58,74066,Yes,Yes,76.8,7.6
Western Uganda,Uganda,2549,Western Facility 796,Hospital,88,9,20,9235,47,165592,No,No,87.8,9.3
Central Senegal,Senegal,3888,Central Facility 797,Hospital,96,12,17,4125,21,149859,No,Yes,79.4,16.9
Eastern Nigeria,Nigeria,1867,Eastern Facility 798,Health Center,38,3,44,8579,52,21993,Yes,Yes,83.0,13.8
Dar es Salaam,Tanzania,7112,Dar Facility 799,Clinic,79,2,10,1027,25,38039,Yes,Yes,74.0,8.2
Western Kenya,Kenya,2700,Western Facility 800,Hospital,55,14,47,5687,46,22108,No,No,66.1,10.2
Eastern Rwanda,Rwanda,4202,Eastern Facility 801,Clinic,84,10,41,19593,36,15910,No,No,77.1,15.3
Eastern Nigeria,Nigeria,8537,Eastern Facility 802,Health Center,87,17,13,1915,48,10620,Yes,Yes,71.1,7.6
Western Uganda,Uganda,7337,Western Facility 803,Clinic,21,17,16,10865,24,124141,No,No,86.3,13.6
Dar es Salaam,Tanzania,3209,Dar Facility 804,Clinic,41,20,10,11488,12,182445,No,No,85.7,19.5
Central Senegal,Senegal,5928,Central Facility 805,Hospital,78,6,37,13730,5,45151,No,Yes,77.8,6.6
Dar es Salaam,Tanzania,2656,Dar Facility 806,Clinic,65,11,37,15240,15,66289,No,No,76.6,8.6
Western Uganda,Uganda,4801,Western Facility 807,Hospital,37,6,16,7581,52,104059,No,Yes,71.7,7.6
Central Senegal,Senegal,837,Central Facility 808,Clinic,98,1,32,7604,59,99366,Yes,Yes,82.0,9.8
Western Uganda,Uganda,1325,Western Facility 809,Health Center,25,16,17,7321,12,103022,Yes,Yes,86.5,9.8
Eastern Ethiopia,Ethiopia,5953,Eastern Facility 810,Health Center,94,5,33,4602,51,187593,Yes,No,70.8,7.2
Central Malawi,Malawi,1888,Central Facility 811,Health Center,77,2,48,5339,55,23939,No,No,76.8,1.2
Eastern Ethiopia,Ethiopia,6111,Eastern Facility 812,Hospital,54,12,48,11835,17,17338,Yes,Yes,84.5,4.6
Dar es Salaam,Tanzania,3544,Dar Facility 813,Health Center,56,15,22,17632,32,127261,No,No,94.6,1.3
Southern Zambia,Zambia,4007,Southern Facility 814,Clinic,57,10,6,7479,14,192793,No,Yes,66.3,15.6
Eastern Ethiopia,Ethiopia,1994,Eastern Facility 815,Hospital,78,13,9,12890,54,183969,No,Yes,62.6,10.7
Eastern Nigeria,Nigeria,6018,Eastern Facility 816,Clinic,76,18,33,7046,32,114711,No,No,86.2,15.6
Dar es Salaam,Tanzania,4745,Dar Facility 817,Hospital,14,8,29,13410,55,94223,Yes,Yes,88.2,10.4
Central Malawi,Malawi,8680,Central Facility 818,Hospital,10,10,49,9657,26,101473,Yes,No,89.9,9.8
Eastern Rwanda,Rwanda,7640,Eastern Facility 819,Hospital,79,9,5,16752,8,125861,Yes,No,77.8,11.9
Eastern Ethiopia,Ethiopia,9894,Eastern Facility 820,Hospital,33,1,13,12291,21,192174,No,Yes,61.5,8.8
Eastern Rwanda,Rwanda,6821,Eastern Facility 821,Health Center,55,12,37,13801,51,102813,No,Yes,88.2,15.8
Southern Zambia,Zambia,5165,Southern Facility 822,Hospital,39,1,45,4953,5,175099,Yes,Yes,90.0,9.2
Northern Ghana,Ghana,7705,Northern Facility 823,Hospital,66,10,49,15758,58,152320,No,Yes,70.8,11.5
Northern Ghana,Ghana,1915,Northern Facility 824,Hospital,84,7,28,3660,49,122649,Yes,No,71.8,11.9
Eastern Rwanda,Rwanda,931,Eastern Facility 825,Health Center,40,9,20,12921,21,127048,No,No,65.2,6.6
Eastern Rwanda,Rwanda,4285,Eastern Facility 826,Hospital,60,2,22,4582,33,151314,Yes,No,87.9,6.5
Central Senegal,Senegal,8318,Central Facility 827,Hospital,75,6,37,11535,18,44580,No,Yes,80.0,12.8
Western Uganda,Uganda,4641,Western Facility 828,Health Center,44,12,17,18579,56,167933,No,Yes,75.7,15.1
Northern Ghana,Ghana,1278,Northern Facility 829,Clinic,74,3,11,9613,34,58747,Yes,No,60.6,18.6
Western Kenya,Kenya,6306,Western Facility 830,Clinic,63,9,19,7986,15,78382,Yes,Yes,80.1,15.5
Eastern Nigeria,Nigeria,6273,Eastern Facility 831,Health Center,24,20,8,11245,22,15164,No,No,84.6,6.6
Eastern Rwanda,Rwanda,1946,Eastern Facility 832,Health Center,56,18,37,3380,53,133555,No,Yes,86.2,10.6
Southern Zambia,Zambia,2039,Southern Facility 833,Health Center,91,9,38,9207,59,80449,Yes,Yes,83.1,4.3
Eastern Ethiopia,Ethiopia,9822,Eastern Facility 834,Clinic,46,18,23,13735,30,100204,Yes,No,75.5,6.5
Central Malawi,Malawi,6158,Central Facility 835,Clinic,49,19,13,18279,30,168148,No,No,62.1,1.7
Western Kenya,Kenya,3233,Western Facility 836,Hospital,43,16,30,16467,23,42804,No,No,73.5,6.0
Southern Zambia,Zambia,6654,Southern Facility 837,Health Center,89,7,31,13265,27,76061,Yes,Yes,92.2,9.4
Southern Zambia,Zambia,5320,Southern Facility 838,Hospital,34,9,23,7254,14,14722,No,Yes,79.5,19.6
Central Malawi,Malawi,6805,Central Facility 839,Hospital,71,19,20,6609,42,11396,Yes,No,91.8,19.1
Eastern Rwanda,Rwanda,4811,Eastern Facility 840,Hospital,95,4,28,17762,9,139674,No,No,93.2,5.0
Western Kenya,Kenya,4809,Western Facility 841,Clinic,56,10,5,14921,48,53888,Yes,Yes,72.9,14.1
Southern Zambia,Zambia,6281,Southern Facility 842,Health Center,5,19,5,9618,36,142848,Yes,No,93.2,2.3
Southern Zambia,Zambia,2781,Southern Facility 843,Clinic,96,18,17,19346,36,118741,No,No,78.8,16.5
Western Kenya,Kenya,7966,Western Facility 844,Health Center,19,15,46,16533,21,23925,Yes,Yes,67.8,15.4
Eastern Rwanda,Rwanda,5405,Eastern Facility 845,Health Center,26,7,22,11997,22,168172,No,Yes,70.4,11.4
Southern Zambia,Zambia,5793,Southern Facility 846,Health Center,31,7,8,18419,31,144224,Yes,No,64.4,7.7
Central Malawi,Malawi,3610,Central Facility 847,Hospital,81,7,32,11450,49,54315,No,No,63.4,15.8
Eastern Ethiopia,Ethiopia,6820,Eastern Facility 848,Clinic,38,8,24,2045,52,50708,No,No,83.9,10.5
Northern Ghana,Ghana,7877,Northern Facility 849,Clinic,63,6,35,16660,30,104406,No,No,61.0,16.0
Western Uganda,Uganda,6890,Western Facility 850,Clinic,77,8,33,10711,49,198515,No,No,78.5,9.9
Western Uganda,Uganda,8361,Western Facility 851,Clinic,97,10,19,18874,59,67397,No,Yes,90.1,14.6
Eastern Rwanda,Rwanda,1513,Eastern Facility 852,Hospital,94,6,46,15778,32,111161,Yes,No,81.9,4.6
Northern Ghana,Ghana,8521,Northern Facility 853,Health Center,54,7,17,7522,8,160559,No,Yes,64.4,2.8
Central Senegal,Senegal,3965,Central Facility 854,Hospital,35,19,21,8757,10,73323,No,Yes,72.8,1.3
Western Uganda,Uganda,3104,Western Facility 855,Health Center,70,7,47,6547,31,127811,Yes,Yes,88.2,15.7
Eastern Ethiopia,Ethiopia,801,Eastern Facility 856,Hospital,6,5,31,11693,7,197858,Yes,Yes,60.7,13.9
Southern Zambia,Zambia,8489,Southern Facility 857,Hospital,79,5,48,14108,26,145782,No,No,62.2,16.2
Eastern Ethiopia,Ethiopia,2826,Eastern Facility 858,Hospital,43,15,31,6389,23,146932,Yes,No,69.5,8.3
Central Malawi,Malawi,9482,Central Facility 859,Hospital,47,8,49,17604,46,118950,Yes,No,83.1,9.9
Eastern Rwanda,Rwanda,9847,Eastern Facility 860,Health Center,57,13,18,6452,52,71030,No,No,81.1,11.8
Dar es Salaam,Tanzania,3886,Dar Facility 861,Clinic,8,5,20,7066,35,93705,Yes,Yes,70.7,8.4
Eastern Rwanda,Rwanda,9381,Eastern Facility 862,Hospital,100,1,26,18263,58,111432,No,Yes,93.1,15.1
Southern Zambia,Zambia,622,Southern Facility 863,Hospital,75,19,17,3806,20,197059,Yes,Yes,70.8,7.8
Eastern Ethiopia,Ethiopia,4821,Eastern Facility 864,Hospital,37,2,45,8324,21,22170,Yes,Yes,82.9,11.5
Eastern Rwanda,Rwanda,1675,Eastern Facility 865,Hospital,62,2,39,8753,51,145825,Yes,Yes,69.9,15.0
Eastern Nigeria,Nigeria,5916,Eastern Facility 866,Health Center,5,13,50,1381,8,147825,Yes,No,87.1,12.5
Eastern Rwanda,Rwanda,1767,Eastern Facility 867,Health Center,82,4,50,14212,37,157001,No,No,60.8,5.7
Eastern Rwanda,Rwanda,2619,Eastern Facility 868,Hospital,93,9,13,8046,5,100555,Yes,Yes,90.9,2.8
Eastern Rwanda,Rwanda,2836,Eastern Facility 869,Hospital,23,5,23,5463,12,79969,Yes,No,62.4,1.8
Central Malawi,Malawi,1509,Central Facility 870,Clinic,8,7,32,8734,23,49995,No,Yes,85.2,15.2
Eastern Rwanda,Rwanda,4271,Eastern Facility 871,Hospital,12,2,47,15648,57,144380,No,No,92.5,17.4
Eastern Nigeria,Nigeria,3998,Eastern Facility 872,Clinic,20,2,7,5429,36,186995,No,No,77.9,10.8
Eastern Nigeria,Nigeria,2148,Eastern Facility 873,Clinic,69,2,16,11996,44,73432,No,Yes,64.4,16.1
Eastern Nigeria,Nigeria,8025,Eastern Facility 874,Health Center,97,10,6,14179,23,194654,No,Yes,88.8,8.0
Southern Zambia,Zambia,2928,Southern Facility 875,Health Center,73,12,33,16120,11,189055,Yes,Yes,68.6,3.3
Central Senegal,Senegal,2688,Central Facility 876,Hospital,19,2,37,11891,14,36486,Yes,No,63.9,13.6
Central Malawi,Malawi,8764,Central Facility 877,Hospital,13,16,46,2002,19,148438,Yes,Yes,62.5,9.0
Eastern Ethiopia,Ethiopia,5061,Eastern Facility 878,Health Center,72,9,14,1083,16,83698,No,No,67.4,6.3
Dar es Salaam,Tanzania,1476,Dar Facility 879,Health Center,83,3,21,19441,50,126183,No,Yes,74.2,10.4
Eastern Rwanda,Rwanda,6769,Eastern Facility 880,Health Center,13,19,10,11960,46,92454,Yes,Yes,79.4,12.1
Eastern Nigeria,Nigeria,1866,Eastern Facility 881,Health Center,63,9,12,16940,27,135698,Yes,No,72.7,14.0
Eastern Ethiopia,Ethiopia,8489,Eastern Facility 882,Health Center,71,6,11,13218,50,137166,No,Yes,69.9,18.9
Eastern Nigeria,Nigeria,5487,Eastern Facility 883,Clinic,93,20,22,13068,10,170781,Yes,No,92.7,2.6
Eastern Ethiopia,Ethiopia,6700,Eastern Facility 884,Clinic,5,2,20,12551,21,192086,No,Yes,91.6,18.9
Eastern Rwanda,Rwanda,691,Eastern Facility 885,Clinic,45,10,5,7595,23,168270,No,No,78.4,14.6
Eastern Rwanda,Rwanda,2338,Eastern Facility 886,Hospital,82,13,23,11037,13,31051,Yes,No,82.7,9.7
Northern Ghana,Ghana,5770,Northern Facility 887,Health Center,6,2,33,14722,25,194582,Yes,Yes,82.0,10.0
Western Kenya,Kenya,9213,Western Facility 888,Hospital,6,2,34,9183,20,181865,Yes,Yes,78.3,8.4
Eastern Nigeria,Nigeria,8201,Eastern Facility 889,Clinic,78,4,46,3562,31,77512,Yes,Yes,68.9,8.4
Southern Zambia,Zambia,2879,Southern Facility 890,Clinic,59,11,49,5182,59,178840,No,No,74.5,6.0
Eastern Rwanda,Rwanda,9793,Eastern Facility 891,Health Center,10,17,25,10023,12,174462,No,No,86.8,5.1
Central Senegal,Senegal,4578,Central Facility 892,Health Center,67,5,12,7597,49,102956,No,No,77.6,7.4
Western Kenya,Kenya,2100,Western Facility 893,Health Center,15,8,34,11971,10,89696,Yes,No,73.5,13.8
Dar es Salaam,Tanzania,4101,Dar Facility 894,Hospital,33,10,25,19443,42,102840,Yes,Yes,64.1,10.7
Central Senegal,Senegal,7544,Central Facility 895,Health Center,86,14,36,9900,50,157048,No,No,65.1,13.8
Western Kenya,Kenya,9371,Western Facility 896,Hospital,8,3,18,9121,29,110134,Yes,No,91.6,18.3
Southern Zambia,Zambia,860,Southern Facility 897,Clinic,38,13,41,16216,32,102042,No,No,72.1,19.0
Eastern Ethiopia,Ethiopia,9181,Eastern Facility 898,Hospital,77,2,20,14763,48,195487,Yes,No,73.8,13.9
Western Kenya,Kenya,2885,Western Facility 899,Hospital,30,18,29,9651,27,90536,Yes,Yes,78.4,5.1
Eastern Nigeria,Nigeria,8042,Eastern Facility 900,Clinic,51,9,37,4627,46,114489,No,No,87.0,10.1
Western Kenya,Kenya,4958,Western Facility 901,Hospital,15,16,5,6410,44,120193,Yes,Yes,82.2,15.8
Central Senegal,Senegal,6237,Central Facility 902,Hospital,5,20,25,3808,11,96498,No,Yes,66.1,10.7
Western Uganda,Uganda,7877,Western Facility 903,Clinic,85,4,36,12537,37,52716,No,No,85.0,9.0
Central Senegal,Senegal,6098,Central Facility 904,Hospital,42,5,9,18740,9,67613,No,Yes,93.1,17.0
Eastern Nigeria,Nigeria,8214,Eastern Facility 905,Health Center,94,8,20,3564,8,161902,No,No,93.3,2.2
Eastern Rwanda,Rwanda,1249,Eastern Facility 906,Health Center,38,12,32,4142,50,102473,Yes,Yes,89.2,15.8
Eastern Nigeria,Nigeria,4222,Eastern Facility 907,Hospital,63,15,41,15327,52,16109,Yes,Yes,68.2,1.9
Western Uganda,Uganda,5724,Western Facility 908,Hospital,11,15,31,13005,36,137405,Yes,No,90.8,5.7
Dar es Salaam,Tanzania,4890,Dar Facility 909,Health Center,10,8,43,15866,27,144991,Yes,No,74.7,4.9
Eastern Rwanda,Rwanda,4192,Eastern Facility 910,Health Center,32,9,21,5526,58,77388,Yes,Yes,87.8,10.6
Central Senegal,Senegal,8815,Central Facility 911,Hospital,46,3,16,10026,12,50965,Yes,Yes,89.6,2.8
Western Kenya,Kenya,9196,Western Facility 912,Hospital,71,9,24,5696,20,63744,Yes,No,84.6,2.8
Western Uganda,Uganda,4352,Western Facility 913,Clinic,97,2,5,7010,45,50519,Yes,Yes,70.6,2.8
Western Kenya,Kenya,1989,Western Facility 914,Hospital,95,16,22,9929,56,141694,Yes,No,73.0,15.5
Eastern Nigeria,Nigeria,3412,Eastern Facility 915,Health Center,84,4,34,2009,7,55814,No,No,84.5,12.6
Eastern Ethiopia,Ethiopia,3252,Eastern Facility 916,Hospital,88,9,25,11618,30,167344,No,No,86.0,7.5
Dar es Salaam,Tanzania,7015,Dar Facility 917,Clinic,72,10,18,6857,5,16800,No,No,71.6,5.7
Southern Zambia,Zambia,7829,Southern Facility 918,Clinic,69,20,42,16243,53,39380,Yes,No,92.2,11.2
Southern Zambia,Zambia,9040,Southern Facility 919,Health Center,5,9,10,9987,29,178898,Yes,Yes,82.7,19.6
Eastern Ethiopia,Ethiopia,4327,Eastern Facility 920,Hospital,50,9,30,18668,41,119627,Yes,No,82.6,11.4
Eastern Rwanda,Rwanda,4295,Eastern Facility 921,Health Center,59,3,41,15020,55,37996,Yes,Yes,92.0,5.8
Central Senegal,Senegal,4776,Central Facility 922,Health Center,63,15,21,4151,35,136841,No,Yes,90.8,8.4
Western Uganda,Uganda,2910,Western Facility 923,Health Center,81,4,11,5252,32,148035,Yes,No,90.5,5.4
Southern Zambia,Zambia,2910,Southern Facility 924,Clinic,33,16,39,8722,40,76979,Yes,No,88.0,2.2
Eastern Nigeria,Nigeria,7840,Eastern Facility 925,Health Center,51,18,39,6853,34,147048,Yes,No,60.0,4.9
Central Malawi,Malawi,691,Central Facility 926,Clinic,85,4,35,4995,27,44229,No,No,86.1,7.6
Western Uganda,Uganda,3591,Western Facility 927,Clinic,37,19,50,14956,19,119578,No,Yes,64.8,15.0
Central Senegal,Senegal,9718,Central Facility 928,Clinic,66,1,8,12161,47,104680,Yes,Yes,87.0,5.7
Eastern Ethiopia,Ethiopia,8157,Eastern Facility 929,Clinic,67,14,11,5525,36,183858,No,No,61.1,13.5
Southern Zambia,Zambia,8189,Southern Facility 930,Clinic,70,8,28,6068,11,51204,No,Yes,81.9,6.7
Dar es Salaam,Tanzania,8006,Dar Facility 931,Health Center,33,10,9,10179,57,20343,Yes,No,77.4,3.2
Western Uganda,Uganda,6186,Western Facility 932,Clinic,45,18,23,12526,43,163707,No,No,81.3,8.6
Eastern Nigeria,Nigeria,7393,Eastern Facility 933,Health Center,60,6,43,5685,39,126422,No,Yes,85.6,15.6
Northern Ghana,Ghana,2901,Northern Facility 934,Hospital,26,2,36,12245,41,104588,No,Yes,68.7,1.5
Central Malawi,Malawi,8308,Central Facility 935,Clinic,33,13,34,19582,53,182356,Yes,Yes,78.2,9.2
Eastern Ethiopia,Ethiopia,7787,Eastern Facility 936,Hospital,91,6,5,4431,31,115573,Yes,No,70.7,1.5
Eastern Ethiopia,Ethiopia,1378,Eastern Facility 937,Clinic,76,8,34,2521,41,28098,No,Yes,70.8,17.0
Central Senegal,Senegal,4290,Central Facility 938,Health Center,47,19,14,7512,30,132633,Yes,No,90.8,5.7
Southern Zambia,Zambia,5582,Southern Facility 939,Health Center,68,16,21,11407,13,53472,No,Yes,81.6,9.2
Dar es Salaam,Tanzania,5673,Dar Facility 940,Hospital,78,15,7,12522,26,161604,Yes,Yes,89.8,12.5
Northern Ghana,Ghana,530,Northern Facility 941,Health Center,12,7,15,4832,60,35622,No,Yes,63.1,13.6
Eastern Rwanda,Rwanda,4728,Eastern Facility 942,Hospital,89,8,33,7289,29,117059,No,Yes,92.1,15.0
Eastern Rwanda,Rwanda,5139,Eastern Facility 943,Hospital,43,19,42,13711,12,99950,Yes,No,74.8,3.8
Eastern Ethiopia,Ethiopia,1936,Eastern Facility 944,Hospital,24,19,13,4687,56,173192,No,Yes,63.4,19.0
Eastern Nigeria,Nigeria,9580,Eastern Facility 945,Clinic,75,1,35,1424,28,179918,No,No,76.7,10.2
Dar es Salaam,Tanzania,9747,Dar Facility 946,Hospital,21,18,19,1487,8,127056,No,Yes,94.0,8.1
Eastern Nigeria,Nigeria,5181,Eastern Facility 947,Hospital,10,18,36,3905,32,138782,No,Yes,61.7,5.1
Dar es Salaam,Tanzania,9474,Dar Facility 948,Health Center,23,15,46,14578,14,14287,Yes,No,75.5,8.1
